Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
118676480,682,1026,48568.0,1125085.0,644.0,53.0,71.2140762463343,25.13203736871622,1265.0,53.0,1096.5740740740769,409.7442020249269,9889.516439988784,14.392068251434488,69523.42120679548,344318.72426257934,2629556.0,0.0,118647137.0,174224.8707782671,533464.8539419094,2657035.0,21.0,118675388.0,115780.86634146352,455536.51488125575,2687085.0,0.0,0,0,0,0,5456,8208,5.746715777212132,8.645352474222356,53.0,1265.0,686.8139262726742,594.4561724806333,353378.1410003245,0,0,0,0,0,0,0,0,1.0,687.2160421545667,71.21407624633432,1096.574074074074,0,0,0,0,0,0,682,48568,1026,1125085,-1,-1,682,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
117964975,679,970,47617.0,1071835.0,112.0,64.0,70.12812960235641,11.505151643636015,1265.0,64.0,1104.9845360824738,401.1517509805984,9489.69810742553,13.978725464910244,71580.68871359211,345016.26597203617,2629086.0,0.0,117913242.0,173913.33628318575,525643.5500923502,2629086.0,20.0,117964609.0,121738.50257997937,462312.8629641664,2657920.0,0.0,0,0,0,0,5432,7760,5.755945779668923,8.222779685241319,64.0,1265.0,678.5236363636369,595.1523226797779,354206.28719113435,0,0,0,0,0,0,0,0,1.0,678.9351121892056,70.12812960235641,1104.9845360824745,0,0,0,0,0,0,679,47617,970,1071835,-1,-1,679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
110357812,11,13,220.0,1132.0,20.0,20.0,20.0,0.0,96.0,20.0,87.07692307692307,22.98717591202226,12.251058402643938,0.2174744095143894,4798165.739130436,5103924.786898477,10016969.0,15396.0,100313219.0,10031321.9,640.2384017780828,10032365.0,10030420.0,110357812.0,9196484.333333336,2890477.660244043,10039660.0,18002.0,0,0,0,0,88,104,0.0996757710274284,0.1177986384869609,20.0,96.0,54.88,37.868544554374765,1434.0266666666664,0,0,0,0,0,0,0,0,1.0,57.16666666666666,20.0,87.07692307692308,0,0,0,0,0,0,11,220,13,1132,-1,-1,11,0,18601.81818181818,2724.9043953203864,23928.0,15396.0,10011863.727272728,4122.935048988829,10016969.0,10003900.0,Normal
119312144,635,1000,40843.0,1070670.0,616.0,45.0,64.3196850393701,32.967819696597005,1229.0,45.0,1070.669999999999,389.5513128271105,9316.008938704512,13.703550579059243,73018.44798041623,291132.55870111915,2496442.0,0.0,119253980.0,188097.76025236584,450749.2337028312,2516311.0,21.0,119311772.0,119431.2032032032,380722.6955180829,2496442.0,0.0,0,0,0,0,5080,8000,5.322174078105578,8.381376500953666,45.0,1229.0,679.470048899756,577.8538134194696,333915.0296834231,0,0,0,0,0,0,0,0,1.0,679.885626911315,64.31968503937009,1070.67,0,0,0,0,0,0,635,40843,1000,1070670,-1,-1,635,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
5272,0,2,0.0,240.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,0.0,45523.520485584224,379.36267071320185,5272.0,0.0,5272.0,5272.0,0.0,0.0,0.0,0.0,0.0,5272.0,5272.0,0.0,5272.0,5272.0,0,0,0,0,0,16,0.0,379.36267071320185,120.0,120.0,120.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,180.0,0.0,120.0,0,0,0,0,0,0,0,0,2,240,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
34087,0,2,0.0,109.0,0.0,0.0,0.0,0.0,78.0,31.0,54.5,33.23401871576773,3197.70000293367,58.67339454924165,34087.0,0.0,34087.0,34087.0,0.0,0.0,0.0,0.0,0.0,34087.0,34087.0,0.0,34087.0,34087.0,0,0,0,0,0,16,0.0,58.67339454924165,31.0,78.0,46.66666666666666,27.13546265191241,736.3333333333333,0,0,0,0,0,0,0,0,0.0,70.0,0.0,54.5,0,0,0,0,0,0,0,0,2,109,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
3200,0,2,0.0,159.0,0.0,0.0,0.0,0.0,125.0,34.0,79.5,64.34671708797582,49687.5,625.0,3200.0,0.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,3200.0,3200.0,0.0,3200.0,3200.0,0,0,0,0,0,16,0.0,625.0,34.0,125.0,64.33333333333333,52.53887449625594,2760.333333333333,0,0,0,0,0,0,0,0,0.0,96.5,0.0,79.5,0,0,0,0,0,0,0,0,2,159,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
119784689,687,1024,42803.0,1119814.0,100.0,57.0,62.3042212518195,10.661736286319544,1229.0,64.0,1093.568359375,364.4303891265226,9705.88987378846,14.283962451995848,70049.52573099425,307648.45395016467,2617153.0,0.0,119784290.0,174612.6676384841,472597.8218337758,2657091.0,21.0,119784162.0,117091.06744868032,408451.45240951306,2755396.0,0.0,0,0,0,0,5496,8192,5.735290592940472,8.548671859055375,57.0,1229.0,679.1366822429899,578.9944234467549,335234.5423824401,0,0,0,0,0,0,0,0,1.0,679.5336060783168,62.30422125181951,1093.568359375,0,0,0,0,0,0,687,42803,1024,1119814,-1,-1,687,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
15061565,5,1,685.0,137.0,137.0,137.0,137.0,0.0,137.0,137.0,137.0,0.0,54.57600189621729,0.3983649773446517,3012313.0,3707.4029319727306,3015421.0,3006080.0,12048512.0,3012128.0,4254.207564282643,3015421.0,3006080.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,8,0.3319708144538765,0.0663941628907753,137.0,137.0,137.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,159.83333333333334,137.0,137.0,0,0,0,0,0,0,5,685,1,137,-1,-1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
118934560,600,983,37108.0,1069793.0,100.0,57.0,61.84666666666671,11.308830102447926,1229.0,64.0,1088.2939979654132,370.4164442814081,9306.807037416203,13.30984030209554,75179.87357774985,287175.88428200287,2624510.0,0.0,118934036.0,198554.3171953256,447850.8347289989,2655771.0,20.0,118934276.0,121114.33401221986,374230.3498738359,2654661.0,0.0,0,0,0,0,4800,7864,5.044791017850488,8.26504928424505,57.0,1229.0,698.8617424242418,577.3853916908188,333373.89053796016,0,0,0,0,0,0,0,0,1.0,699.3032217308908,61.84666666666666,1088.293997965412,0,0,0,0,0,0,600,37108,983,1069793,-1,-1,600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
